,Applies To,Country,DataSource,Date Start,Date end intended,Description of measure implemented,Exceptions,ID,Implementing City,Implementing State/Province,Keyword,Keywords,Quantity,Source,Target city,Target country,Target region,Target state,_merge,confidence
93,,Azerbaijan,acaps,2020-03-14,,"closed border between Georgia and Azerbaijan to all traffic for 10 days; allowances are made for citizens of Azerbaijan to cross the border to return home, and vice-versa",,,,,,international travel ban - risk countries,,"US Embassy (Government, https://az.usembassy.gov/covid-19-information-for-azerbaijan/",,,,,,
94,,Azerbaijan,acaps,2020-03-14,,"closed border between Turkey and Azerbaijan to all traffic for 10 days; allowances are made for citizens of Azerbaijan to cross the border to return home, and vice-versa",,,,,,international travel ban - risk countries,,"US Embassy (Government, https://az.usembassy.gov/covid-19-information-for-azerbaijan/",,,,,,
95,,Azerbaijan,acaps,2020-03-19,,Azerbaijan government has launched an information portal aimed to raise public awareness on prevention of the spread of Coronavirus infection and prophylaxis of the disease in the Country (https://koronavirusinfo.az/). ,,,,,,coronavirus education activities,,"Azertag (Media, https://azertag.az/en/xeber/1444303",,,,,,
96,,Azerbaijan,acaps,2020-03-19,,Azerbaijani President Ilham Aliyev has signed a Decree calling for the establishment of a Fund to Support Fight Against Coronavirus,,,,,,economic stimulus,,"Azertag (Media, https://azertag.az/en/xeber/1444875",,,,,,
97,,Bahamas,acaps,2020-07-03,,"Foreign nationals who have been in Italy, South Korea, China, or Iran over the last 20 days are unable to enter ",,,,,,international travel ban - risk countries,,"IATA (Other organisations, https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",,,,,,
98,,Bahamas,acaps,2020-01-03,,,,,,,,coronavirus education activities,,"Office of the Prime Minister (Government, https://www.bahamas.gov.bs/wps/portal/public/news%20and%20press%20release/prime%20minister%20minnis%20govt%20planning%20for%20economic%20impact%20of%20covid-19/!ut/p/b1/vZLZjpswGEafpQ-QwWbnki3gsO-EG5SQCSGQOECAwNM3o45atVKnvWjHvrJ0Ph_r-01kREpk191Ylbt7ha-75u2csTmlOZYn07zFs7QAEAxtpKgupVHwCWyfAPjNEsG3PNAsUXzmNQawAEWuKbqcTjoGSSREqm_Zh9JbpaL6-SO6a5IKMaA54awFt1QXg5iPSs-5jg0ZzmM4HJZrl_SMs2Pb3XXBAT2u5yhoEDet4AWn3TYhj8mgFFY2h8CglQolUSuFG0H27nBziRwJaetg1b_iqsGL192qCdanIL5gZRuIy1jWthRX4kAPpp029GFQ5riYY_cUR8zMuTFAYV6SrCn3-6OxPfOtrs8jp4tLOcfL-DBvhcvzeY7gFaIv7_18UMBf9fs975DhGyBD1ogYwCv0n_IJkX04Ahq8Ax-N8Ocbfn0D-yeAJmwdX16J7RPjfotJgAiJFNB5cJ5vaKkX_7z4VhiunVDZbKAKgL2Yvh3VwLofbFulH-AcPeyzNdl1DXtFssND6h5iP5JEkcHrk_-xMDDZzxXyEvxsIfffhQZJPYUmZdq8DAON-mQh_-8_zYbIqv3lZSouL-CFFyhSYDjA0zxkIIBE3EUrbt9bk-JOsXnCYZs4y-GV14d1bSRtdhZbhANjjvMr1SDN0ZUbNXj-MrDyMe-zS1xN_SDYnOtaPdN2p6lhgr3Mpi3dG_JpzA4zSjAZVPtx4RB1XOpyOLOro3-gkQrrB0Uy_cYWZr0pii7SSOkVr_1WCXAz1ZkuTYNUOFuyL4tMUfcBlr0C3YUSehgEjUeL9SjtDLHzbcg4e5JfdbkAkmbIdjbbaBiGopMzffDYqvEtbzrvfnKv8ZECK4jzvDju7uYqzz0ZracVTdwu0WiYrK8elXT5scWvoKXPVg!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/",,,,,,
99,,Bahamas,acaps,2020-01-22,,MoH published hygiene recommednations for preventing spread of infection ,,,,,,risk communication,,"Ministry of Health (Government, http://www.bahamas.gov.bs/wps/wcm/connect/6aaac324-1f3e-40d5-ace3-a914408a9a41/PRESS+RELEASE+-+Novel+Coronavirus+2019-nCoV+++22nd+Jan+2020+%281%29.pdf?MOD=AJPERES",,,,,,
100,,Bahamas,acaps,2020-01-28,,"MoH engaged in Novel Coronavirus sensitization meetings with public and private stakeholders to discuss the virus and the MoH's preparedness, and to ensure that all agencies have a coordinated and effective response plan",,,,,,hospital specialisation - partial,,"Ministry of Health (Government, http://www.bahamas.gov.bs/wps/wcm/connect/ed400a4a-ce0e-4203-8c39-2496fbf5ccdf/PRESS+RELEASE+-+nCoV+2019+-+update+%233.pdf?MOD=AJPERES",,,,,,
101,,Bahamas,acaps,2020-02-03,,Ministry of Health advised that travel to high risk exposure areas for non-essential travel highly discouraged ,,,,,,risk communication,,"Minsitry of Health (Government, http://www.bahamas.gov.bs/wps/portal/public/news%20and%20press%20release/bahamians%20traveling%20to%20covid%2019%20high%20risk%20jurisdictions/!ut/p/b1/vZTbkqJIEIafpR_ApgqK0yVHOYMFKHBDAAqKchBRkKdfJ3YiNiZ2p_tm1sqrivgzvsq_MpNIiIhI2uxxqrLx1LXZ5cc9YVJq7dobCXE2xyAe6DBwdFnxqDUFiR0RaTFtKZ1dKYr_sI_3SL0I57KP6WND-5Lk2qBQpPiKyjEaZqbdPnbdfBrVhVRuePP0KTef77Ru7E1wa5WdiZitY2mID8b2eEzXm4klRa-RhUvkiOfBTS6VU5tF5-MFKcOtC_2J8wXt2u0F7yydUl27HDgTW3hDn1JPyeuJWdyAds6jK5vXtOvHzBmuowZNhqwD735ADCsd2nFrjYaV3A8lEM2oCPzp4-NVfPwqHvzmCOBvb8DaFoSXNy4Z_PBGgowZ0oCTmZ_5Xwi-8fabfPT93yS_PnFNAwbooWcJHquRLgI_BV-V-HWR6DsBQ8QvAft7AUsERARQ6tfPXl_OC66XDbCDre4E8QKXcLqdl50TKJQzZjCQYwjycLLDG7AXmxoX7AR7zdtvcSgKsidXz_vXQN9C7wVyAfNuIPVmIAXeDSTfDaTfDDTe3aXUn59Dg0hOefM5Fc0n-KQBhCQFOZqkWIYlia1RVLTUCZOiyPgGjzYD5tFEJ4dU4vzkJ50ujrPuaWQ-RqknbpBWPGdhY5nuft_sy3CnqeIMe16wN6HaS9h6XPU12Rkti9s2n661IA7rvLmk4mJ4Z77kio4nB6bLjWsSLcJruzta1xy-cUX8j872gaiotQ2BbJPOEmFbruZgj2UvcFRgnWBg9SKuY-DI3DPgI2Wv4o1co_6gfbeZmPfBOBG-E8b-rzCTpF4wi7IcToL-mnojjPuzDfLLyHA8RfI0CzjEQRoCSGzbmGHDyp5lZZviGFrxxV3XPfJ2jj7tLmMipVPmw0Z7oFXQZbi66jRg0QzYtVV2ZM_aBYPsIhMhtUwOHqkla_Qio6JYnQVcwntiPB84azovINdXflDv6uJpy4ougiWRVme-viXjPuGH8uKrx0raCSYZSBo2j7LxGI7VbM-xyObHAA2muH2IkJ5kD6MThw_VLUpFutnUt8vuhldLSW2yO_A1sMqGcOhvrdWMFcUatdoe-2vpGs-hzWlqL9zTZWuv-McgF6kdSt0H0TcP07QYrJTOvwNlq38i_vgLgg9cGw!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/",,,,,,
102,,Bahamas,acaps,2020-11-03,,Government’s COVID-19 plan will be contingencies to assist the poor and marginalized of the society,,,,,,economic stimulus,,"Ministry of Health (Government, http://www.bahamas.gov.bs/wps/portal/public/news%20and%20press%20release/prime%20minister%20minnis%20govt%20planning%20for%20economic%20impact%20of%20covid-19/!ut/p/b1/vZTZjqM4FIafpR4gjc3OJVvY9yWBGxRIJSEQHPbA009aU9KoNdOVm57YV5Z-6_P5fGwsxfZY2hym8nwYStQc6p_rlM4IxbE8kWQtliY5oMHQ1iTZJRQCYjtsryb0Q-qtsyT72SMaFEGGCJAMd1WC-17lg5iNzp7TTDUeLlM4Htem2_WUc6DbQ7OigJy2SxTUGjNv4A3tu2SHn3ajVFjpEgKDlEptF7VCqHOiN0D9FjmCpmyDTf-JyhqtXncvZ1hdgviGpCTg1-lc2UJc8iM5mva-Jo-jtMTFEruXOKIWxo2BFmZnnDbFPj8ZyZVtVXWZGJVfz0u8Tg_zXrgsm2UabKD28RSQPAWA3wwe_O0HKBbPP_04ePjTjwhpI6IAK9Ff-78JvPD7Yj_5-n7SX4-oUIAGWuSavMuouEOCr8B3JX5fJPkqQGPJM8D8PsBgIbYHZBZcl7u2Vqt_XT1ghbFmh8kK12juq3VnhzJhDwcYSgkEeTRbUQ-s1SKG1bfDo-oeYz8SeMmVzsv4PTAwyfcC2ZB-N5B4M5AA7wbi7wZSbwbq7-5S4s-_Qx1Ly_z2Yy5uP8APCkCIE5ClcIKhGRyL9eJMiYifZVnye3ixaPAYDLK0cTnJyyBFmjA8NFfF82GfuYJHqsXy4D3TcI7H2_EU7dSt8IB3jre8aHsXfXNqNQVHesP4TZPP7ZUXOiW_1Zmw6m7FndgCcXhHo1xv0_3Kf3xgtopuny-sCP_R2b4VhlsnlHQdygDYq-nbUQWs4WjbMvkA1-hhX63ZrirYS8LTyv7LCk-h7cV_9TvR7wWyAnw3kPnfgQZOPIEmYdqsCAOFeDOQ_fNN88tTYjkC5ygGsCQLKQggFnfRhsl7a5bcOTYvKGx3znr8ZNVxWxm7Nr3yrYYCY4mzhqg1xVGlOzF6_jrS4inr01tczv3I2YzrWj3Vdpe5poJcpPct2RviZUqPi7ZDeFDm08poxGmtzuOV3pz8I6nJsHoQONXrNreodVF0kYILn2jrt1KA6rlKVWEehcJJ8P5cpJKcB0j0Cm3gztBDIKg9kq8m4WDwnW9DyslxdtNlHNjVY3qw6VpBMOSdjOqDRyLH96zuvOHiNvGJABuIsqw4HQZzk2WeqG3nDYndb5NhmLQvn-x_T_Kw-WcmH38BSpN5aQ!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/",,,,,,
103,,Bahamas,acaps,2020-12-03,,Braemar cruise ship carrying five persons who have tested positive for the COVID-19 coronavirus not permitted to dock in The Bahamas and passengers and crew not allowed to disembark,,,,,,international travel ban - risk countries,,"Ministry of Travel (Government, http://www.bahamas.gov.bs/wps/portal/public/gov/government/news/statement%20by%20the%20ministry%20of%20transport%20on%20the%20braemar%20cruise%20ship/!ut/p/b1/vZbJkqM4EIafpR_AbYndRzazYxaBDRfCrAaz2EAZzNOPa6I6Zmq6u2oO1SZPhP6ML_QrU8p1uD6sw_Z4K4vjWHbtsX79D6kIB5LBsgRjMFuKBYqHb3FSY3HJhuv9-iAHkBM6YxJYNyKKUa51V-Q7cuP0tacgyS6r0qGPfbkB-yQ9JzS49CpSJEA1YVYlsM6ClC-vron2yZ1IW-ZWWCdEsfeyEKqqpqbhqGZGyNwXNu9OFxapvrjq-HtBi_U1CHweLuUyr6aQbVdIMcr9tWrzK2Tm7ur6etFdmjFx5Q0epMCkE3w7tMGY7uibPTJymmdLO7kkZsotYVkbLu2i3WPTwWPT4DcfC957ssPQBiiQh5TmkYARqLf8DwR_50s7w-ZfPaWI12VkKoJo4RIOP8sn_mf-7wWfnmn4XiKRgHpILJ21aBnbEeBN8JFFH5tEfCag1sFDQP9eQK_R-gCIyK3uF2U5L0612MBAvmKiYIGLNw3nZW8iETfHI0RCAEHsTYY3AGMx8HFxTJTKVuo7HscKllDcXz4GujrxXCCDqGcD8ScDcfBsIPZsIPlkoPrsKsW_vg_VdVjGzfcpab6D7ySAEMMhQ2I4TdHY2leTguQ7dhJFwRngyaDAPGpEaWJiEJdu2CncOCuWjMXjIbI4m5CT-8zaurZL0ybNvb285WZ42bCG7W0vvKPfroqEdWpLO20bT9eK5XopbuqIW1TrvMmZpNtgPdXF6jU8LOy3b2tT7prsE1e4nysbzJqxPFwRxDvQvcn1Fu_hCmakpjlU9h0gX3XPpOp6s2EiGxtH9OYKz9WEU312O1HPBTIcfDaQ_uNADcMfQB3XTYaHroQ_Gch8fdG8ayVmg2MbkgYMwUASArj2q4CahUF59JIZnTLvLJldEuv8zExSzYMe1aKjJfX2jpJbLt4vzSwhOou5rbqipJ1PsGyY1scML_bAyxLLewkNPjiydqJ648qxsU7T2Z1u9WbPT5QtRohgBi5OPc-UVxN7mN1rur35xyqjHbvmez0wd3kadUhOZsOrA4ugmaY8zXcT3XztYiDXD4Ecwr3n5t2wKqvQFEJD1fs8o-ikb1bjfXyZ_2uyhHzwMBmwjgttwNC_KiPdQDvMFPYYEDzgxvLD5K1qpKFpnM8Y9ABmeBfD8LC7IRbLYP4wmU2qmO0-6cxfltGXAiVyxzymMxpZLIk9hi_q2UDyTwF_TLA7xL1aissyS-n4ToTPBn79Gb5_5AhIkhuIbSiMxmhIr_1LQMzobM-C6N6IMqibjQM23FIME7xHt64_O7o89PAcrYCqTRTrCPtqyP2GOAVR2b8wpxNyW8t0EzoaOiIHlAJG1dzO_KqRqpbQTrFtpY1mQSolM3PmqReLiAwoXM8v_hHVgxCWTeGWYeEr1ajsp_mordpSygllX_gU3WSDQkzcIQy1SiB2yaxBVT75-A3a5eArdSQt4HFdPDo2PwuzHoO2vqWcs6fn40tRk7k2E1UcLRnsowyPqaLh-e7b-tLcNE3TKUfMzZ-DOK7-iXg5_Csez_JfUAhT3w!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/",,,,,,
104,,Bahamas,acaps,2020-03-15,,majority of ministry of Foreign affairs working remotely. Overseas offices closed in London,,,,,,limited nonessential business closure,,"Ministry of Foreign Affairs (Government, http://www.bahamas.gov.bs/wps/portal/public/gov/government/news/covid-19%20updated%20measures%20put%20in%20place%20for%20overseas%20offices/!ut/p/b1/vZbZkps4FIafJQ9ALLH7kh0DEptEY24oA96wMW4bm-Xp455KaqYnk-65SIyuKP2nvtIvnWWWzdJZdlrd99tVt29Pq-PbfybmHLCQovAykk1RAQvKmZzgKpwVwtnLLLWX7KBf0dYwcC5kK6RpO4dtp3ltxWfSjRHdmUqIvY3HnA_MvImFeMlZsLsV0sEXD_UtS_DVxrftBpfxjVyREju5yxCto96uN3cC1bPq1EZrHo1GHTb-dGWYbdqzsmqOIbpvaWuCctXMd-u47OBwzGWWR5wN13l_EkFza2FDk7o8zheRVWNUDSvX2TnXSBBsNOmTw-emkG_Va2rJi8eBl48Dg198Cnjvh8-SOVhADYouFYCsi9_jPxD8FW_5KNTe_BT5t22CF7oRcBYHP4vn_2f8rwWf3mf2XmIJQHxIAk8JJJv1efBd8JFFH5vEfyYQZ8uHQPq1QJqRWQr4PK7H82I6TFE9hQCRZIHJcoIT7a-H6QUTg8PdChJ9CUFBe0SvAE2I66YIk8oOqiSiqqIH-na8fQyMPf65QJmIzwZyTwZy4NlA9tlA4clA59mvlPv9eejMsn3RfO3L5iv4KgAIWQ7KAstJosTOEqfcClqr9IahR1e4QyIYOpffY9ZYFvs4axdqNywCmy26NA_UkLfLcVBCz_Wrqqk29MU21QGe5woKqXnWIu_-urDY1jlJ0elU9K-1ol6sojnm6uQEh_lGLts5exHbwnnN0kn58mWG7bZZf-KK-vPLBoOLpocrujECj_YxnejDFRZVGF_rcAQkceKD4MR0QJiEbNeR765o6pGP6s-qk_hcoKzCZwOlPw50We4B9DgPyxqMLe7JQPn3P5p3qSTPOXYuSEDmZShAAGdJvRQfU9uif5vadmt6sHBbFp42yL111MCFHI3ILY_mSMr7xhjPzWARaV2opsOIlp_wipJVx9Wa274Aui4DesuQtlwpYenQjolCtnU9xfeCC75ovRgaOeHlq1pUlGKb6ZV0iF8r856s6rUUhUft4i2xv6nyltjlgOhxGfCS3Ox3w4jJPXHPiMRJBuwMvtB4016ZfZ1hPUOOd9msRam8NEw3drfh3yZbJAEPk4ESxTAEsvRf9Wro6rDHujICnQJCyFu9gmQeQ2wMDqBgikEPEDgM-NBhXKU_6tXC1pzrJ5lpcX8aaAm-_JjOJBIoAvsYvsRnA4U_BfwxwfpEfbOUs21F9DjfgM8G_v47fN_keCgIc8jORVZiJSjNkjMVpWKLBj24Jl7EkxvrT9VatlMPUf_MIMRo9sI_-WKV21rQqip5jRZKE2_u5uY2nDapre5q28YribPSI-Qh9qiarZhboe3aDehvkSoh9tJIYz4ij-GpfRfzLqlG1T-Cl2ip1eFK248H7eCa1JSTbM7fCmbey_541NcXWgsHNdgOozLySy1ZpKK2dsiuEuO6iZlLXtlF-CqN0VR71-WxPdkvJ-dgutOrxI9syjkeF-f5Ogn8iZdP6ywWrO2js56bu-u6nhgZG_zz4lfM36uY0n-sR1v-BtvY8Ps!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/",,,,,,
105,,Bahamas,acaps,2020-03-15,,establishment of COVID hotline numbers,,,,,,coronavirus education activities,,"Ministry of Health (Government, http://www.bahamas.gov.bs/wps/portal/public/gov/government/notices/covid-19%20hotline%20numbers/!ut/p/b1/vZbZjqNIEEW_ZT7A7Ux2P7KZPdkSDLwgAzZlMMaFsVm-fqiebs3U9HTVPHSblJBS3NBRXDIyYp2so3Vy2T9O5b4_tZf9-W2fMCkJFIvnKc7iTMAALaAZDjkyAQh6vVtHajyMcmuVMi-mbu3oqlCednacEA2u72KZ2N7wcohWcWg-MlOcBs08zCwWzEv-6E5xkOWJxRQhbZFFVsnbce--Xv04bZpXa6g3vWGPIqbqARXbY3eNpIMRIkdJOS2IcXZnywSUszZ6TSQlOiZbuKvy47XBR6kWTT11SCbVHc9fEomXRMBPHh68z9Mm8AZoUISMEdCAk5hv8R8IvsYrtuWKbz4x1NtnjDRJdkiFhJ_FU_8z_ueCT_9T8l6i0F8ljsk7rErYFPgm-Miij02iPhMw63gRsD8XsGu8jgCV-tV01eZ69qrZBRYONYTjGc7BcKvnHcIyifo9xFIMQRYMVnAD1myR_ewhXKhOEXqBwEuOVE73j4G-ST0XyGHm2UDyyUASPBtIPBtIPxmoP_uUkr--DvV1csqaL0PefAFfaAAhQUKOJkiWYYl1qOclLbb8IMuSd4MvFgPG3qBOiJDj7OQnrSb0o-aoRNZHqSO4lJpPI--ahl0UTXEMdupWGOF1w1tusL2Knvl41RSi1S-sd7lkw2vFC52SNedUmHWn3hy5vN0QHdNm-msSzfwff6yR2jaHT1wRfjzZYDSseXFFkidgBoMfzMHiCmEVCN0qdwI41P2a1v1gtBB2ib7H31wRhTPlVZ_dTsxzgZwAnw1kfzvQIMgFaJIm4kToK-STgdyvPzTvSonbkMSGZgFHcZCGAK7DKmZG6aYttYTSl0NQK6jNl7Fr5AblLIIOn2XPyM_bCeePozxdm1HB7CETtvqKUeyQ4vmkOO8PZLkDwSF3gntiifGed3M96FeeS7SGydum06FOHBhXTjHF3YSsCAKkrgY-Gv3XYvsI99WB9dyz2Jkxso9F2mI1H63gHDsUyzWnl3FC-BEaVwv7YQLUBO4C_9jeVqcqQVJi6WZ3PDBs3jWrfurv479NVnAIFpMB7_nQBRz7ny0AzQHpVzEJqtDyg4uHgmZCyIc3iZ8BDmYk5QOqttatLiHeRN_vq1UXL-PSx5WpwN8NVGibW6YzFjs8TSy5sk8G8tTvAn6fYG0svFlKqirPmCRFs08Gmr8-w3eVCRiSIzcEueEohl5e9FtpUn-VJu-n9T0zRjnXVQwcUWncCz5N-vFh306bcSUBBfi6x-5OZxhTe1gQ-pW_lbEBISfGtgWOvDbEr6V4mfnupQVH3dpehEau76druXS3OuMn-1ERg8Ocr-ebNkLRm8ZVf99tiJT0LxxTxENzyOQiQ1IcbZIN3-_jOiGt2dfH7Qu9z8SItu17H0PdB3fE4qnpuIMXEUQabM-3FHTl0javzcMwDJPx5CP6cVH71d8rm6N_rKXn_gkZfwL5/dl4/d5/L2dBISEvZ0FBIS9nQSEh/",,,,,,
106,,Bahamas,acaps,2020-03-19,,expanded the list of restricted travel countries to include Europe and the UK as part of the national response to the COVID-19 coronavirus,,,,,,international travel ban - risk countries,,"Office of Prime Minister (Government, http://www.bahamas.gov.bs/wps/portal/public/gov/government/news/prime%20minister%20minnis%20outlines%20covid-19%20national%20response%20plan/!ut/p/b1/vZfJkqM4EIafpR_AbYFYj-y72AQYLg5jbGxsjBfM9vRDTdTETE1PV82h2-SJ4M_4Qr8ySWmZLVfL7LLpjuWmPTaXzfntPWPWEGiOIFCcw6mMAIwIqpC2BKj5xDJZrswUinLjlIoSrA9pqwvtVeNR5QHlOVG1Bfs06VsP8qDzQU4bUMvdDbHyEJ9oyXSlrlCHx-O5Z8MR2OnoGhFWF4GbSMbtWgai_MglGjTVzQyzO1OC9NYlzSk4K4suuazWmz61jolGmptQ6Z833VDRk6N7yqClgeVp8gFGFz-dVNFlSin4zh9zWE8NvxO37ABdo6iCC_ImvlzJN9N05gWn84LBTx4BfPTDJTEPDEIiGCuiAScz7_mfCP7M11zHl978ZKi3zxgZsuJBDRJf5VP_M__ngi_3M_so0WjAzBLPFjxWJ10KvAs-s-hzk6ivBMwynQXszwXsEi9XgFqH1Xg1ptMUVJMPHBwbCKcTMUX94zQlCCsQtRsCyykB8qh3ogdwJge2U4BwoXtFHESiIHtyOT4_B4Y29Vogh5lXA-GLgRC8Gki-Gki_GGi-ukrhr-9Dc5kd8_p7v62_g-80IAgSEhxNQpZhyWVsbktaaoReUeTgQRwcBgytRR0RqaT5McwaQ2wHw9PJvF2tPdGn9O04CL5tuUVRF_so0VVxIK684PiRepUCu7sZGtmYFza4XPL-VgniXcvr81qcTO_E77ltw5N3psnNW7aahG_flkhv6t0Xrog_VjYYLGeaXZGVecRFfRhN0ewK6RQIPSp_BDg2wxNthtHgIOyTbYvfXZHEMxVUX_2dmNcCOZF4NZD97UCLhDPQhjbiJCLU4IuB3K8vmg-txPGQ5GkWcBRH0AQglnGVMoP8MOZeQuvDLjppqNnmtjRwvXaWwB2flcDantURb7u9Ml7rQcPsLhdVc8FobkwJQlacNztYJiDabb3omTlSuhH8rRm1i8AnG8sWXNu7o7vUM76yxhT3EPMiipC-6IXVEN4KtYs31Y4N_LN0t1Pk7ot1g_Xt4ETn1KNYrj4ehhHhLrauDg7jDOgZkUThvnksjlWG5Mwx7ft-x7Dbe71ox_Y5_NtkDcdgNhkIQUj4gGN_LCPW79EkjOEUGIQCQFjl-M3ksDWRcyonQo5GNBUOOi0IrDwmB3nvJgt4cV8PX3Tmf5TRLwZqtMvNpzMWewJNzocv5tVA-ncB_zrBulh8sxTqusDY0FWIVwN__R5-HHIUQdM8QfIMyZIswS7j69yZ-cPp5fk-FaSdFji3NG8vrJAwSWmnWS2IqnQ08HXF75-7UledA5CpbcXyVtRVOVwc1GmyITQ4eH5qR3MRx6nt5pvCIGjR36_vh2pqnkZzuTFrzjPAEE9g33VTymwOeCX4jrAX85tCIuGBtK3a78FJ9UfloPFKIZYx75pueYiSfSvSLj3K5VUwOPtG3jQjtwz3vD5OnRtXxWNHc6Q4sExt1olUktY1eaiwp04FgLimPGqxutDCjtJGNv22vNadZVk2Eyh79GNQm8XfkU-rf8Q8lv8ANhzKiQ!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/",,,,,,
107,,Bahamas,acaps,2020-03-19,,"Travel restrictions for Europe, the United Kingdom and Ireland take effect on Thursday 19 March. This is in addition to restrictions already in place for China, Iran, Italy and South Korea.",,,,,,international travel ban - risk countries,,"Office of Prime Minister (Government, http://www.bahamas.gov.bs/wps/portal/public/gov/government/news/prime%20minister%20minnis%20outlines%20covid-19%20national%20response%20plan/!ut/p/b1/vZfJkqM4EIafpR_AbYFYj-y72AQYLg5jbGxsjBfM9vRDTdTETE1PV82h2-SJ4M_4Qr8ySWmZLVfL7LLpjuWmPTaXzfntPWPWEGiOIFCcw6mMAIwIqpC2BKj5xDJZrswUinLjlIoSrA9pqwvtVeNR5QHlOVG1Bfs06VsP8qDzQU4bUMvdDbHyEJ9oyXSlrlCHx-O5Z8MR2OnoGhFWF4GbSMbtWgai_MglGjTVzQyzO1OC9NYlzSk4K4suuazWmz61jolGmptQ6Z833VDRk6N7yqClgeVp8gFGFz-dVNFlSin4zh9zWE8NvxO37ABdo6iCC_ImvlzJN9N05gWn84LBTx4BfPTDJTEPDEIiGCuiAScz7_mfCP7M11zHl978ZKi3zxgZsuJBDRJf5VP_M__ngi_3M_so0WjAzBLPFjxWJ10KvAs-s-hzk6ivBMwynQXszwXsEi9XgFqH1Xg1ptMUVJMPHBwbCKcTMUX94zQlCCsQtRsCyykB8qh3ogdwJge2U4BwoXtFHESiIHtyOT4_B4Y29Vogh5lXA-GLgRC8Gki-Gki_GGi-ukrhr-9Dc5kd8_p7v62_g-80IAgSEhxNQpZhyWVsbktaaoReUeTgQRwcBgytRR0RqaT5McwaQ2wHw9PJvF2tPdGn9O04CL5tuUVRF_so0VVxIK684PiRepUCu7sZGtmYFza4XPL-VgniXcvr81qcTO_E77ltw5N3psnNW7aahG_flkhv6t0Xrog_VjYYLGeaXZGVecRFfRhN0ewK6RQIPSp_BDg2wxNthtHgIOyTbYvfXZHEMxVUX_2dmNcCOZF4NZD97UCLhDPQhjbiJCLU4IuB3K8vmg-txPGQ5GkWcBRH0AQglnGVMoP8MOZeQuvDLjppqNnmtjRwvXaWwB2flcDantURb7u9Ml7rQcPsLhdVc8FobkwJQlacNztYJiDabb3omTlSuhH8rRm1i8AnG8sWXNu7o7vUM76yxhT3EPMiipC-6IXVEN4KtYs31Y4N_LN0t1Pk7ot1g_Xt4ETn1KNYrj4ehhHhLrauDg7jDOgZkUThvnksjlWG5Mwx7ft-x7Dbe71ox_Y5_NtkDcdgNhkIQUj4gGN_LCPW79EkjOEUGIQCQFjl-M3ksDWRcyonQo5GNBUOOi0IrDwmB3nvJgt4cV8PX3Tmf5TRLwZqtMvNpzMWewJNzocv5tVA-ncB_zrBulh8sxTqusDY0FWIVwN__R5-HHIUQdM8QfIMyZIswS7j69yZ-cPp5fk-FaSdFji3NG8vrJAwSWmnWS2IqnQ08HXF75-7UledA5CpbcXyVtRVOVwc1GmyITQ4eH5qR3MRx6nt5pvCIGjR36_vh2pqnkZzuTFrzjPAEE9g33VTymwOeCX4jrAX85tCIuGBtK3a78FJ9UfloPFKIZYx75pueYiSfSvSLj3K5VUwOPtG3jQjtwz3vD5OnRtXxWNHc6Q4sExt1olUktY1eaiwp04FgLimPGqxutDCjtJGNv22vNadZVk2Eyh79GNQm8XfkU-rf8Q8lv8ANhzKiQ!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/",,,,,,
